bill/InvoiceId,bill/BillingPeriodStartDate,bill/BillingPeriodEndDate,lineItem/UsageAccountId,lineItem/LineItemType,lineItem/UsageStartDate,lineItem/UsageEndDate,lineItem/ProductCode,product/ProductName,lineItem/UsageType,lineItem/Operation,product/region,lineItem/ResourceId,lineItem/UsageAmount,lineItem/UnblendedCost,lineItem/BlendedCost
,2026-07-01T00:00:00Z,2026-08-01T00:00:00Z,111122223333,Usage,2026-07-01T00:00:00Z,2026-07-01T01:00:00Z,AmazonEC2,Amazon Elastic Compute Cloud,BoxUsage:t3.micro,RunInstances,us-east-1,amazonec2-res-20,7.73,4.3105,2.0248
,2026-07-01T00:00:00Z,2026-08-01T00:00:00Z,111122223333,Usage,2026-07-01T00:00:00Z,2026-07-01T01:00:00Z,AmazonVPC,Amazon Virtual Private Cloud,NatGateway-Hours,RunInstances,eu-west-1,amazonvpc-res-3,42.5,2.9225,2.6187
,2026-07-01T00:00:00Z,2026-08-01T00:00:00Z,444455556666,Usage,2026-07-01T00:00:00Z,2026-07-01T01:00:00Z,AmazonRDS,Amazon Relational Database Service,InstanceUsage:db.t3.medium,RunInstances,us-east-1,amazonrds-res-9,40.18,3.3617,1.507
,2026-07-01T00:00:00Z,2026-08-01T00:00:00Z,111122223333,Usage,2026-07-01T00:00:00Z,2026-07-01T01:00:00Z,AmazonRDS,Amazon Relational Database Service,InstanceUsage:db.t3.medium,RunInstances,us-west-2,amazonrds-res-20,99.85,4.9805,0.3756
,2026-07-01T00:00:00Z,2026-08-01T00:00:00Z,111122223333,Usage,2026-07-01T00:00:00Z,2026-07-01T01:00:00Z,AmazonS3,Amazon Simple Storage Service,Requests-Tier1,RunInstances,us-west-2,amazons3-res-3,88.05,1.8539,0.7972
,2026-07-01T00:00:00Z,2026-08-01T00:00:00Z,111122223333,Usage,2026-07-01T00:00:00Z,2026-07-01T01:00:00Z,AmazonVPC,Amazon Virtual Private Cloud,NatGateway-Bytes,RunInstances,eu-west-1,amazonvpc-res-18,30.64,3.3203,4.6953
,2026-07-01T00:00:00Z,2026-08-01T00:00:00Z,111122223333,Usage,2026-07-01T00:00:00Z,2026-07-01T01:00:00Z,AmazonS3,Amazon Simple Storage Service,Requests-Tier1,RunInstances,us-east-1,amazons3-res-24,55.77,1.369,3.0281
,2026-07-01T00:00:00Z,2026-08-01T00:00:00Z,111122223333,Tax,2026-07-01T00:00:00Z,2026-07-01T01:00:00Z,AmazonEC2,Amazon Elastic Compute Cloud,,,,,0.0,7.46,0.0
,2026-07-01T00:00:00Z,2026-08-01T00:00:00Z,444455556666,Credit,2026-07-01T00:00:00Z,2026-07-01T01:00:00Z,AmazonEC2,Amazon Elastic Compute Cloud,,,,,0.0,-1.01,0.0
,2026-07-01T00:00:00Z,2026-08-01T00:00:00Z,444455556666,Usage,2026-07-02T00:00:00Z,2026-07-02T01:00:00Z,AmazonCloudFront,Amazon CloudFront,DataTransfer-Out-Bytes,RunInstances,us-west-2,amazoncloudfront-res-2,10.14,2.1236,1.3906
,2026-07-01T00:00:00Z,2026-08-01T00:00:00Z,111122223333,Usage,2026-07-02T00:00:00Z,2026-07-02T01:00:00Z,AmazonEC2,Amazon Elastic Compute Cloud,DataTransfer-Out-Bytes,RunInstances,eu-west-1,amazonec2-res-9,17.0,2.2148,3.5313
,2026-07-01T00:00:00Z,2026-08-01T00:00:00Z,111122223333,Usage,2026-07-02T00:00:00Z,2026-07-02T01:00:00Z,AmazonVPC,Amazon Virtual Private Cloud,NatGateway-Hours,RunInstances,us-east-1,amazonvpc-res-23,90.49,2.7325,4.1746
,2026-07-01T00:00:00Z,2026-08-01T00:00:00Z,444455556666,Usage,2026-07-02T00:00:00Z,2026-07-02T01:00:00Z,AmazonVPC,Amazon Virtual Private Cloud,NatGateway-Hours,RunInstances,us-east-1,amazonvpc-res-2,31.52,4.4959,3.9827
,2026-07-01T00:00:00Z,2026-08-01T00:00:00Z,111122223333,Usage,2026-07-02T00:00:00Z,2026-07-02T01:00:00Z,AmazonEC2,Amazon Elastic Compute Cloud,DataTransfer-Out-Bytes,RunInstances,eu-west-1,amazonec2-res-8,67.03,1.7749,2.8038
,2026-07-01T00:00:00Z,2026-08-01T00:00:00Z,111122223333,Usage,2026-07-02T00:00:00Z,2026-07-02T01:00:00Z,AWSDataTransfer,AWS Data Transfer,DataTransfer-Out-Bytes,RunInstances,us-east-1,awsdatatransfer-res-6,88.26,0.1337,3.6855
,2026-07-01T00:00:00Z,2026-08-01T00:00:00Z,111122223333,Usage,2026-07-02T00:00:00Z,2026-07-02T01:00:00Z,AmazonRDS,Amazon Relational Database Service,InstanceUsage:db.t3.medium,RunInstances,us-west-2,amazonrds-res-6,78.95,0.5494,4.3621
,2026-07-01T00:00:00Z,2026-08-01T00:00:00Z,111122223333,Usage,2026-07-02T00:00:00Z,2026-07-02T01:00:00Z,AWSDataTransfer,AWS Data Transfer,DataTransfer-Out-Bytes,RunInstances,us-west-2,awsdatatransfer-res-12,31.21,3.9788,1.1457
,2026-07-01T00:00:00Z,2026-08-01T00:00:00Z,444455556666,Usage,2026-07-02T00:00:00Z,2026-07-02T01:00:00Z,AmazonEC2,Amazon Elastic Compute Cloud,BoxUsage:m5.large,RunInstances,us-west-2,amazonec2-res-9,86.57,4.8348,1.4028
,2026-07-01T00:00:00Z,2026-08-01T00:00:00Z,444455556666,Usage,2026-07-02T00:00:00Z,2026-07-02T01:00:00Z,AmazonCloudFront,Amazon CloudFront,DataTransfer-Out-Bytes,RunInstances,us-east-1,amazoncloudfront-res-4,87.83,1.3135,2.9071
,2026-07-01T00:00:00Z,2026-08-01T00:00:00Z,111122223333,Usage,2026-07-02T00:00:00Z,2026-07-02T01:00:00Z,AmazonRDS,Amazon Relational Database Service,InstanceUsage:db.t3.medium,RunInstances,eu-west-1,amazonrds-res-14,35.22,3.9343,2.1876
,2026-07-01T00:00:00Z,2026-08-01T00:00:00Z,444455556666,Usage,2026-07-02T00:00:00Z,2026-07-02T01:00:00Z,AmazonVPC,Amazon Virtual Private Cloud,NatGateway-Hours,RunInstances,eu-west-1,amazonvpc-res-7,26.22,3.5468,0.0184
,2026-07-01T00:00:00Z,2026-08-01T00:00:00Z,444455556666,Usage,2026-07-02T00:00:00Z,2026-07-02T01:00:00Z,AmazonVPC,Amazon Virtual Private Cloud,NatGateway-Hours,RunInstances,us-west-2,amazonvpc-res-3,94.94,4.6046,3.1195
,2026-07-01T00:00:00Z,2026-08-01T00:00:00Z,444455556666,Usage,2026-07-02T00:00:00Z,2026-07-02T01:00:00Z,AmazonCloudFront,Amazon CloudFront,DataTransfer-Out-Bytes,RunInstances,eu-west-1,amazoncloudfront-res-10,67.02,1.6377,3.4891
,2026-07-01T00:00:00Z,2026-08-01T00:00:00Z,111122223333,Usage,2026-07-02T00:00:00Z,2026-07-02T01:00:00Z,AmazonVPC,Amazon Virtual Private Cloud,NatGateway-Hours,RunInstances,us-west-2,amazonvpc-res-22,94.1,3.3898,4.515
,2026-07-01T00:00:00Z,2026-08-01T00:00:00Z,444455556666,Usage,2026-07-02T00:00:00Z,2026-07-02T01:00:00Z,AmazonVPC,Amazon Virtual Private Cloud,NatGateway-Bytes,RunInstances,eu-west-1,amazonvpc-res-1,31.08,1.0588,3.9309
,2026-07-01T00:00:00Z,2026-08-01T00:00:00Z,444455556666,Usage,2026-07-02T00:00:00Z,2026-07-02T01:00:00Z,AmazonVPC,Amazon Virtual Private Cloud,NatGateway-Bytes,RunInstances,us-west-2,amazonvpc-res-15,67.89,2.5608,3.9707
,2026-07-01T00:00:00Z,2026-08-01T00:00:00Z,111122223333,Usage,2026-07-02T00:00:00Z,2026-07-02T01:00:00Z,AmazonCloudFront,Amazon CloudFront,DataTransfer-Out-Bytes,RunInstances,us-west-2,amazoncloudfront-res-17,66.72,3.1001,0.476
,2026-07-01T00:00:00Z,2026-08-01T00:00:00Z,111122223333,Usage,2026-07-02T00:00:00Z,2026-07-02T01:00:00Z,AmazonS3,Amazon Simple Storage Service,Requests-Tier1,RunInstances,us-east-1,amazons3-res-5,3.42,1.2318,2.3809
,2026-07-01T00:00:00Z,2026-08-01T00:00:00Z,444455556666,Usage,2026-07-02T00:00:00Z,2026-07-02T01:00:00Z,AmazonEC2,Amazon Elastic Compute Cloud,EBS:VolumeUsage.gp3,RunInstances,eu-west-1,amazonec2-res-19,20.25,3.4848,2.4769
,2026-07-01T00:00:00Z,2026-08-01T00:00:00Z,111122223333,Usage,2026-07-02T00:00:00Z,2026-07-02T01:00:00Z,AmazonS3,Amazon Simple Storage Service,TimedStorage-ByteHrs,RunInstances,us-east-1,amazons3-res-25,43.09,0.8877,4.7903
,2026-07-01T00:00:00Z,2026-08-01T00:00:00Z,111122223333,Usage,2026-07-02T00:00:00Z,2026-07-02T01:00:00Z,AmazonVPC,Amazon Virtual Private Cloud,NatGateway-Bytes,RunInstances,eu-west-1,amazonvpc-res-8,91.83,0.6156,0.6754
,2026-07-01T00:00:00Z,2026-08-01T00:00:00Z,444455556666,Usage,2026-07-02T00:00:00Z,2026-07-02T01:00:00Z,AWSDataTransfer,AWS Data Transfer,DataTransfer-Regional-Bytes,RunInstances,eu-west-1,awsdatatransfer-res-24,89.31,2.1394,4.5352
,2026-07-01T00:00:00Z,2026-08-01T00:00:00Z,444455556666,Usage,2026-07-02T00:00:00Z,2026-07-02T01:00:00Z,AWSDataTransfer,AWS Data Transfer,DataTransfer-Out-Bytes,RunInstances,us-west-2,awsdatatransfer-res-9,75.43,4.2009,1.3938
,2026-07-01T00:00:00Z,2026-08-01T00:00:00Z,111122223333,Usage,2026-07-02T00:00:00Z,2026-07-02T01:00:00Z,AmazonVPC,Amazon Virtual Private Cloud,NatGateway-Bytes,RunInstances,us-west-2,amazonvpc-res-15,8.67,1.4358,1.3659
,2026-07-01T00:00:00Z,2026-08-01T00:00:00Z,111122223333,Usage,2026-07-02T00:00:00Z,2026-07-02T01:00:00Z,AmazonRDS,Amazon Relational Database Service,InstanceUsage:db.t3.medium,RunInstances,us-east-1,amazonrds-res-8,38.92,0.7725,1.0776
,2026-07-01T00:00:00Z,2026-08-01T00:00:00Z,444455556666,Usage,2026-07-02T00:00:00Z,2026-07-02T01:00:00Z,AWSDataTransfer,AWS Data Transfer,DataTransfer-Regional-Bytes,RunInstances,eu-west-1,awsdatatransfer-res-15,42.16,1.0421,2.1065
,2026-07-01T00:00:00Z,2026-08-01T00:00:00Z,444455556666,Usage,2026-07-02T00:00:00Z,2026-07-02T01:00:00Z,AmazonVPC,Amazon Virtual Private Cloud,NatGateway-Hours,RunInstances,us-west-2,amazonvpc-res-1,94.33,1.5001,1.956
,2026-07-01T00:00:00Z,2026-08-01T00:00:00Z,444455556666,Usage,2026-07-02T00:00:00Z,2026-07-02T01:00:00Z,AWSDataTransfer,AWS Data Transfer,DataTransfer-Out-Bytes,RunInstances,us-east-1,awsdatatransfer-res-9,44.15,0.1548,1.6873
,2026-07-01T00:00:00Z,2026-08-01T00:00:00Z,111122223333,Usage,2026-07-02T00:00:00Z,2026-07-02T01:00:00Z,AmazonCloudFront,Amazon CloudFront,DataTransfer-Out-Bytes,RunInstances,us-west-2,amazoncloudfront-res-5,98.09,2.6753,4.5356
,2026-07-01T00:00:00Z,2026-08-01T00:00:00Z,111122223333,Usage,2026-07-02T00:00:00Z,2026-07-02T01:00:00Z,AmazonVPC,Amazon Virtual Private Cloud,NatGateway-Hours,RunInstances,eu-west-1,amazonvpc-res-14,14.43,2.3139,0.2609
,2026-07-01T00:00:00Z,2026-08-01T00:00:00Z,111122223333,Usage,2026-07-02T00:00:00Z,2026-07-02T01:00:00Z,AWSDataTransfer,AWS Data Transfer,DataTransfer-Regional-Bytes,RunInstances,us-west-2,awsdatatransfer-res-11,34.41,4.3994,1.3985
,2026-07-01T00:00:00Z,2026-08-01T00:00:00Z,111122223333,Usage,2026-07-02T00:00:00Z,2026-07-02T01:00:00Z,AWSDataTransfer,AWS Data Transfer,DataTransfer-Regional-Bytes,RunInstances,us-west-2,awsdatatransfer-res-1,75.15,0.2699,4.7601
,2026-07-01T00:00:00Z,2026-08-01T00:00:00Z,111122223333,Usage,2026-07-02T00:00:00Z,2026-07-02T01:00:00Z,AmazonS3,Amazon Simple Storage Service,TimedStorage-ByteHrs,RunInstances,us-east-1,amazons3-res-8,20.74,0.1117,0.7704
,2026-07-01T00:00:00Z,2026-08-01T00:00:00Z,111122223333,Usage,2026-07-02T00:00:00Z,2026-07-02T01:00:00Z,AmazonS3,Amazon Simple Storage Service,Requests-Tier1,RunInstances,eu-west-1,amazons3-res-7,47.04,1.2887,1.8508
,2026-07-01T00:00:00Z,2026-08-01T00:00:00Z,111122223333,Usage,2026-07-02T00:00:00Z,2026-07-02T01:00:00Z,AmazonVPC,Amazon Virtual Private Cloud,NatGateway-Hours,RunInstances,us-west-2,amazonvpc-res-4,58.29,4.6451,2.8832
,2026-07-01T00:00:00Z,2026-08-01T00:00:00Z,111122223333,Usage,2026-07-02T00:00:00Z,2026-07-02T01:00:00Z,AWSDataTransfer,AWS Data Transfer,DataTransfer-Regional-Bytes,RunInstances,us-east-1,awsdatatransfer-res-19,69.37,3.1399,0.5185
,2026-07-01T00:00:00Z,2026-08-01T00:00:00Z,111122223333,Usage,2026-07-02T00:00:00Z,2026-07-02T01:00:00Z,AmazonRDS,Amazon Relational Database Service,InstanceUsage:db.t3.medium,RunInstances,us-west-2,amazonrds-res-18,43.41,1.8591,2.5347
,2026-07-01T00:00:00Z,2026-08-01T00:00:00Z,444455556666,Usage,2026-07-02T00:00:00Z,2026-07-02T01:00:00Z,AmazonRDS,Amazon Relational Database Service,InstanceUsage:db.t3.medium,RunInstances,us-west-2,amazonrds-res-4,43.92,1.8173,4.459
,2026-07-01T00:00:00Z,2026-08-01T00:00:00Z,444455556666,Usage,2026-07-02T00:00:00Z,2026-07-02T01:00:00Z,AWSDataTransfer,AWS Data Transfer,DataTransfer-Out-Bytes,RunInstances,us-east-1,awsdatatransfer-res-24,52.65,3.2558,3.0834
,2026-07-01T00:00:00Z,2026-08-01T00:00:00Z,111122223333,Tax,2026-07-02T00:00:00Z,2026-07-02T01:00:00Z,AmazonEC2,Amazon Elastic Compute Cloud,,,,,0.0,9.28,0.0
,2026-07-01T00:00:00Z,2026-08-01T00:00:00Z,444455556666,Credit,2026-07-02T00:00:00Z,2026-07-02T01:00:00Z,AmazonEC2,Amazon Elastic Compute Cloud,,,,,0.0,-2.44,0.0
,2026-07-01T00:00:00Z,2026-08-01T00:00:00Z,444455556666,Usage,2026-07-03T00:00:00Z,2026-07-03T01:00:00Z,AWSDataTransfer,AWS Data Transfer,DataTransfer-Regional-Bytes,RunInstances,us-west-2,awsdatatransfer-res-8,83.24,0.4424,4.4093
,2026-07-01T00:00:00Z,2026-08-01T00:00:00Z,444455556666,Usage,2026-07-03T00:00:00Z,2026-07-03T01:00:00Z,AmazonS3,Amazon Simple Storage Service,Requests-Tier1,RunInstances,us-west-2,amazons3-res-1,49.94,1.6318,2.4429
,2026-07-01T00:00:00Z,2026-08-01T00:00:00Z,444455556666,Usage,2026-07-03T00:00:00Z,2026-07-03T01:00:00Z,AmazonRDS,Amazon Relational Database Service,InstanceUsage:db.t3.medium,RunInstances,us-west-2,amazonrds-res-20,70.42,1.3886,0.0607
,2026-07-01T00:00:00Z,2026-08-01T00:00:00Z,111122223333,Usage,2026-07-03T00:00:00Z,2026-07-03T01:00:00Z,AmazonS3,Amazon Simple Storage Service,TimedStorage-ByteHrs,RunInstances,eu-west-1,amazons3-res-14,49.37,3.7932,3.4561
,2026-07-01T00:00:00Z,2026-08-01T00:00:00Z,444455556666,Usage,2026-07-03T00:00:00Z,2026-07-03T01:00:00Z,AmazonCloudFront,Amazon CloudFront,DataTransfer-Out-Bytes,RunInstances,us-east-1,amazoncloudfront-res-3,30.13,2.028,1.2241
,2026-07-01T00:00:00Z,2026-08-01T00:00:00Z,444455556666,Usage,2026-07-03T00:00:00Z,2026-07-03T01:00:00Z,AmazonCloudFront,Amazon CloudFront,DataTransfer-Out-Bytes,RunInstances,eu-west-1,amazoncloudfront-res-17,35.03,4.9832,2.7564
,2026-07-01T00:00:00Z,2026-08-01T00:00:00Z,444455556666,Usage,2026-07-03T00:00:00Z,2026-07-03T01:00:00Z,AmazonRDS,Amazon Relational Database Service,InstanceUsage:db.t3.medium,RunInstances,us-west-2,amazonrds-res-9,23.82,3.6092,1.5846
,2026-07-01T00:00:00Z,2026-08-01T00:00:00Z,111122223333,Usage,2026-07-03T00:00:00Z,2026-07-03T01:00:00Z,AmazonCloudFront,Amazon CloudFront,DataTransfer-Out-Bytes,RunInstances,us-east-1,amazoncloudfront-res-24,48.94,3.6257,4.8833
,2026-07-01T00:00:00Z,2026-08-01T00:00:00Z,111122223333,Usage,2026-07-03T00:00:00Z,2026-07-03T01:00:00Z,AmazonVPC,Amazon Virtual Private Cloud,NatGateway-Bytes,RunInstances,us-east-1,amazonvpc-res-10,23.52,0.9054,0.0806
,2026-07-01T00:00:00Z,2026-08-01T00:00:00Z,444455556666,Usage,2026-07-03T00:00:00Z,2026-07-03T01:00:00Z,AmazonVPC,Amazon Virtual Private Cloud,NatGateway-Hours,RunInstances,us-east-1,amazonvpc-res-2,55.78,3.4901,0.6401
,2026-07-01T00:00:00Z,2026-08-01T00:00:00Z,111122223333,Usage,2026-07-03T00:00:00Z,2026-07-03T01:00:00Z,AWSDataTransfer,AWS Data Transfer,DataTransfer-Out-Bytes,RunInstances,eu-west-1,awsdatatransfer-res-10,47.47,2.2079,0.93
,2026-07-01T00:00:00Z,2026-08-01T00:00:00Z,444455556666,Usage,2026-07-03T00:00:00Z,2026-07-03T01:00:00Z,AmazonEC2,Amazon Elastic Compute Cloud,DataTransfer-Out-Bytes,RunInstances,us-east-1,amazonec2-res-3,40.67,0.3797,3.1509
